group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,LLM-result-openai/gpt-oss-120b,LLM-suggestion-openai/gpt-oss-120b,LLM-result-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-suggestion-mistralai/Mistral-Small-3.2-24B-Instruct-2506,LLM-result-default-text-large,LLM-suggestion-default-text-large,groundTruth
5,Conceptual Quality Gap,Validation Capabilities,Shared,Pattern-agnostic,"arctic / antarctic extent, seasonal variability, drift comparisons",supports multi-decadal hindcasts with combined reanalysis / climatology forcing,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
5,Conceptual Quality Gap,Sensitivity Analysis,Shared,Pattern-agnostic,"impacts of ice strength, lead parameterization on extent / thickness","forcing choices, parameter changes affect results",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
5,Conceptual Quality Gap,Uncertainty Analysis,Shared,Pattern-agnostic,"scenario changes in rheology strength, lead parameter explored","mixing coefficients, gm parameters, restoring choices tested",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
5,Data Schema Mismatch,A.output,Shared,A.output ↔ B.input (≥1),ice_concentration; ice_thickness; snow_thickness; ice_drift_u; ice_drift_v; surface_albedo; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress,ice_concentration; ice_thickness; snow_thickness; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress; sea-ice state; fluxes from lim; sea-ice thermodynamic; dynamic state plus ice-ocean fluxes,,ice_concentration ↔ ice_concentration (1.00); ice_thickness ↔ ice_thickness (1.00); snow_thickness ↔ snow_thickness (1.00); ice_ocean_freshwater_flux ↔ ice_ocean_freshwater_flux (1.00); ice_ocean_heat_flux ↔ ice_ocean_heat_flux (1.00); ice_ocean_momentum_stress ↔ ice_ocean_momentum_stress (1.00),Match,INTENDED,Match,,Match,,Match,,Match
5,Data Schema Mismatch,B.output,Shared,B.output ↔ A.input (≥1),sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation,sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; ocean_mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation; ocean surface state; fluxes from opa; physical ocean state variables; surface fluxes for sea-ice thermodynamics / dynamics,,sea_surface_temperature ↔ sea_surface_temperature (1.00); sea_surface_salinity ↔ sea_surface_salinity (1.00); ocean_surface_currents_u ↔ ocean_surface_currents_u (1.00); ocean_surface_currents_v ↔ ocean_surface_currents_u (1.00); mixed_layer_depth ↔ ocean_mixed_layer_depth (0.90); downwelling_shortwave_radiation ↔ downwelling_shortwave_radiation (1.00); downwelling_longwave_radiation ↔ downwelling_longwave_radiation (1.00),Match,INTENDED,Match,,Match,,Match,,Match
5,Data Schema Mismatch,(A or B).input vs AB.input,Shared,(A or B).input ↔ AB.input (similarity>0),A.in:sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; ocean_mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation; ocean surface state; fluxes from opa; physical ocean state variables; surface fluxes for sea-ice thermodynamics / dynamics | B.in:ice_concentration; ice_thickness; snow_thickness; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress; sea-ice state; fluxes from lim; sea-ice thermodynamic; dynamic state plus ice-ocean fluxes,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing
5,Data Schema Mismatch,(A or B).output vs AB.output,Shared,(A or B).output ↔ AB.output (similarity>0),A.out:ice_concentration; ice_thickness; snow_thickness; ice_drift_u; ice_drift_v; surface_albedo; ice_ocean_freshwater_flux; ice_ocean_heat_flux; ice_ocean_momentum_stress | B.out:sea_surface_temperature; sea_surface_salinity; ocean_surface_currents_u; ocean_surface_currents_v; mixed_layer_depth; downwelling_shortwave_radiation; downwelling_longwave_radiation,,coupled ocean-ice diagnostics,max=0.00,Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Match
5,Temporal Resolution Mismatch,time_steps_temporal_resolution,Shared,Common exchanged variables align semantically,"coupled every few ocean steps, diagnostics monthly / daily",96 min timestep in study,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,Temporal resolution differences can be handled by resampling.,Match,The temporal resolutions are compatible and can be aligned.,Mismatch,Resample or interpolate data to match temporal resolutions,Match
5,Temporal Coverage Mismatch,temporal_extent_coverage,Shared,Common exchanged variables align semantically,multi-decadal simulations,multi-decadal,,A↔B token-sim=0.50 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
5,Spatial Resolution Mismatch,spatial_resolution,Shared,Common exchanged variables align semantically,"follows host ocean grid e.g., orca2 ≈2° mean","orca2 tripolar grid, ~2° mean",,A↔B token-sim=0.57 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
5,Spatial Coverage Mismatch,spatial_extent_coverage,Shared,Common exchanged variables align semantically,global sea-ice cover when coupled,global 78°s-90°n in orca2,,A↔B token-sim=0.17 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
5,Dimensionality Mismatch,dimensionality,Shared,Common exchanged variables align semantically,2d plan-view with multilayer thermodynamics,3d,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Mismatch,Implement both projection (3‑D→2‑D) and extrusion (1‑D→2‑D) adapters.,Mismatch,Transform the dimensionalities to be compatible.,Mismatch,Convert data to compatible dimensionality,Mismatch
5,Communication Mechanism Mismatch,communication_mechanism,Shared,Pattern-graded requirement,,,,Both sides must declare mechanism.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
5,Error Handling Mismatch,error_handling,Shared,Pattern-graded requirement,model-internal state checks,basic runtime checks,,Shared requires A and B to define error handling.,Match,INTENDED,Match,,Match,,Match,,Match
5,Execution Instruction Gap,execution_instructions,Shared,Require both sides,"run coupled with ocean using specified flux exchange, parameter set, initialize with ice / snow thickness fields.","initialize from phc, apply forcing, coupling with lim",,Both A and B must provide.,Match,INTENDED,Match,,Match,,Match,,Match
5,Parallel Execution Incompatibility,parallel_execution,Shared,Pattern-graded requirement,true,true,,Shared requires both A and B to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
5,Execution Constraint Mismatch,execution_constraints,Shared,Pattern-graded requirement,"consistent timestep, grid with opa","consistent timestep, grid with lim","synchronized timestep, grid",Shared requires both A and B to declare this.,Match,INTENDED,Match,,Match,,Match,,Match
5,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Shared,Pattern-graded requirement,,,,Shared requires both A and B to declare this.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
5,Latency Expectation Mismatch,latency_expectations,Shared,Pattern-graded requirement,,,exchange every coupling interval few ocean steps,Shared requires both A and B to declare this.,Missing,INTENDED,missing,Missing fields: A+B,missing,Missing fields: A+B,missing,Missing fields: A+B,missing
5,Data Synchronization,data_synchronization,Shared,Pattern-graded requirement,fluxes exchanged each coupling interval,fluxes exchanged each coupling interval,"fluxes, state variables exchanged via coupler",Shared requires A and B to declare synchronization.,Match,INTENDED,Match,,Match,,Match,,Match
5,Programming Language Incompatibility,programming_language,Shared,Pattern-graded similarity/equality,fortran,fortran 90 / 95,,A↔B token-sim=0.33 (> 0.25),Match,INTENDED,Match,,Match,,Match,,Match
5,Source Code Availability Gap,availability_of_source_code (A),Shared,Presence required,,,,A provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
5,Source Code Availability Gap,availability_of_source_code (B),Shared,Presence required,,,,B provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
5,Implementation Verification Gap,implementation_verification (A),Shared,Presence required,"reproduces large-scale observed patterns in coupled mode; validated against satellite ice concentration, uls thickness, drift climatologies",,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
5,Implementation Verification Gap,implementation_verification (B),Shared,Presence required,"validated in coupled, uncoupled modes; circulation, hydrography compared to observations, convection sites reproduced",,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
5,Software Environment Mismatch,software_specification_and_requirements,Shared,Pattern-graded similarity/equality,"netcdf i / o, coupled driver for flux exchanges","netcdf i / o, tripolar grid support",,A↔B token-sim=0.20 (> 0.25),Mismatch,INTENDED,Match,Software stacks are compatible across components.,Mismatch,Standardize software environments across both models.,Mismatch,Implement compatible software environments,Match
5,Hardware Resource Mismatch,hardware_specification_and_requirements,Shared,Pattern-graded similarity/equality,workstation to hpc,workstation to hpc,,A↔B token-sim=1.00 (> 0.25),Match,INTENDED,Match,,Match,,Match,,Match
5,Distribution Version Mismatch,distribution_version,Shared,Pattern-graded similarity/equality,as used in orca2-lim 2005 application,8.2 study,,A↔B token-sim=0.00 (> 0.25),Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch
5,File Format Mismatch,file_formats,Shared,Presence required,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
5,License Incompatibility,license,Shared,Pattern-graded requirement,unspecified paper,unspecified paper,,A↔B token-sim=1.00 (> 0.25),Match,INTENDED,Match,,Match,,Match,,Match
5,Landing Page Gap,landing_page (A),Shared,Presence required,,,,A provides landing page,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
5,Landing Page Gap,landing_page (B),Shared,Presence required,"http, / / www.lodyc.jussieu.fr / opa /",,,B provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
6,Semantic Mismatch,Title,Embedded,Coverage threshold ≥ 0.50,"weather research, forecasting model arw core — with embedded 1-d lake scheme; skamarock et al. wrf team","wrf embedded 1-d lake scheme lisss / clm4.5-derived; subin et al., xiao et al.",user-defined embedded atmosphere-lake modeling framework,"A→AB:0.50 (covered: embedded, lake) | B→AB:0.50 (covered: embedded, lake) | A∪B→AB:0.50 (covered: embedded, lake) | uncovered_AB: atmosphere, modeling",Match,INTENDED,Match,,Match,,Match,,Match
6,Semantic Mismatch,Model Version,Embedded,Coverage vs AB,3.6+ with lake scheme enabled; clm4.5-based 1-d lake,clm4.5 lake scheme as embedded in wrf v3.6+; 3.6+,,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Mismatch
6,Semantic Mismatch,Description,Embedded,Coverage threshold ≥ 0.50,"nonhydrostatic regional atmospheric model providing near-surface meteorology, radiation to the embedded 1-d lake scheme, ingesting its surface state, fluxes for the atmospheric lower boundary.; surface state, fluxes computed by the embedded lake column at water grid cells b → a, in-memory .; embedded lake column providing lower-boundary state, fluxes over water points","a 1-d thermal diffusion lake column with layered water, ice, snow, sediment, computes lake surface temperature, ice / snow evolution, air-lake fluxes in response to wrf near-surface meteorology, radiation.; near-surface meteorology, radiative forcing from wrf a → b, in-memory .; host atmosphere providing meteorology, radiation to the lake column","a conceptual integration plan for embedding a one-dimensional lake model within a regional atmospheric model. the intended goal is to represent two-way interactions between lake surfaces, the overlying atmosphere, including heat, moisture, momentum exchanges, as well as seasonal ice / snow cover on lakes. model components are not yet selected.; expected input such as 2-m air temperature, humidity, wind speed, precipitation, radiative fluxes from the atmospheric model","A→AB:0.07 (covered: atmospheric, lake, regional) | B→AB:0.15 (covered: air, atmosphere, lake, radiative, snow, temperature) | A∪B→AB:0.20 (covered: air, atmosphere, atmospheric, lake, radiative, regional, snow, temperature) | uncovered_AB: are, between, conceptual, cover, dimensional, embedding, goal, heat, humidity, including, integration, interactions, is, lakes, moisture, momentum, not, one, overlying, plan, precipitation, represent, seasonal, selected, speed, such, surfaces, two, way, well, wind, within, yet",Mismatch,INTENDED,Match,Physical and ocean models are complementary for a coupled climate system.,Match,The descriptions are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but descriptions are compatible",Match
6,Semantic Mismatch,Keywords,Embedded,Coverage threshold ≥ 0.50,regional atmosphere; boundary layer; surface fluxes; radiation; wrf-lake,lake column; thermal diffusion; ice / snow on lakes; surface fluxes; dynamic albedo,"atmosphere-lake coupling; surface fluxes; lake ice, snow; lower boundary condition; climate, weather simulation; embedded modeling","A→AB:0.25 (covered: atmosphere, boundary, lake) | B→AB:0.17 (covered: lake, snow) | A∪B→AB:0.33 (covered: atmosphere, boundary, lake, snow) | uncovered_AB: climate, condition, coupling, embedded, lower, modeling, simulation, weather",Mismatch,INTENDED,Match,Keyword sets collectively describe the coupled earth system model.,Match,The keywords are compatible and can be integrated.,Match,"Similarity threshold not met, but keywords are compatible",Match
6,Semantic Mismatch,Model Type,Embedded,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTENDED,Match,,Match,,Match,,Match
6,Semantic Mismatch,Scope,Embedded,Coverage threshold ≥ 0.50,continental to regional atmospheric dynamics over lake districts,grid-point lake representation within a regional nwp / rcm,regional atmospheric domains containing inland water bodies,"A→AB:0.29 (covered: atmospheric, regional) | B→AB:0.14 (covered: regional) | A∪B→AB:0.29 (covered: atmospheric, regional) | uncovered_AB: bodies, containing, domains, inland, water",Mismatch,INTENDED,Mismatch,Downscale A to the regional domain or expand AB’s scope to continental scale.,Mismatch,Align the scopes to reflect the integrated model.,Match,Similar scopes,Mismatch
6,Semantic Mismatch,Purpose & Pattern,Embedded,Coverage threshold ≥ 0.50,"simulate atmospheric circulation, surface exchanges over lake-rich regions; spectral / finite-difference dynamical core with physics suites, embedded lake component for water points; embedded coupling lake column embedded in wrf surface system","provide physically consistent lower-boundary state, fluxes over lakes to the host atmosphere; layered 1-d column with prognostic t profiles, embedded in host as a surface tile; embedded coupling lake column embedded in wrf","simulate feedbacks between lake surface states, atmospheric conditions; embedded coupling of a 1-d lake column into the atmospheric surface scheme; embedded coupling","A→AB:0.55 (covered: atmospheric, column, coupling, embedded, lake, simulate) | B→AB:0.36 (covered: column, coupling, embedded, lake) | A∪B→AB:0.55 (covered: atmospheric, column, coupling, embedded, lake, simulate) | uncovered_AB: between, conditions, feedbacks, scheme, states",Match,INTENDED,Match,,Match,,Match,,Match
6,Semantic Mismatch,Assumptions,Embedded,Coverage threshold ≥ 0.50,hydrostatic or nonhydrostatic per configuration; terrain-following vertical coordinate; lake surface represented by an embedded 1-d water / ice / snow column,"horizontally homogeneous lake column per grid cell 1-d; eddy diffusivity parameterized, enhanced mixing options for deep lakes; dynamic surface albedo with ice / snow processes","atmospheric model provides near-surface meteorological, radiative forcing to lake; lake model returns surface state variables, fluxes for atmospheric lower boundary; compatible time step, spatial grid over lake grid points; energy, mass are conserved at the interface","A→AB:0.04 (covered: lake) | B→AB:0.09 (covered: grid, lake) | A∪B→AB:0.09 (covered: grid, lake) | uncovered_AB: are, atmospheric, boundary, compatible, conserved, energy, forcing, interface, lower, mass, meteorological, near, over, points, provides, radiative, returns, spatial, state, step, time",Mismatch,INTENDED,Match,Shared hydrostatic assumption makes coupling feasible.,Match,The assumptions are compatible and can be integrated with minor adjustments.,Match,"Assumptions are compatible, despite low similarity score",Match
6,Conceptual Quality Gap,Links to Publications & Reports,Embedded,Pattern-agnostic,"xiao et al., 2016 james","xiao et al., 2016 james",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
6,Conceptual Quality Gap,Authors’ Unique Identifier,Embedded,Pattern-agnostic,"skamarock et al. wrf team; core, physics","subin et al., xiao et al.; lake scheme development, wrf integration",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
6,Conceptual Quality Gap,Conceptual Model Evaluation,Embedded,Pattern-agnostic,"demonstrates improved lst / ice when dynamic albedo, tuned diffusivity, snow-over-ice are used","improvements via dynamic albedo, tuned diffusivity reduce lst / ice biases",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
6,Conceptual Quality Gap,Calibration Tools/Data,Embedded,Pattern-agnostic,"reanalysis forcing, in situ / satellite validations e.g., buoys, precipitation analyses","buoy temperature profiles, ice cover climatology",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
6,Conceptual Quality Gap,Validation Capabilities,Embedded,Pattern-agnostic,"against buoys lst profiles , ice cover climatology, precipitation products","profiles vs. moorings, lic vs. satellite / analyses",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
6,Conceptual Quality Gap,Sensitivity Analysis,Embedded,Pattern-agnostic,"physics suite alternatives, lake albedo / diffusivity options","diffusivity enhancement factors, albedo options, snow physics toggles",,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
6,Conceptual Quality Gap,Uncertainty Analysis,Embedded,Pattern-agnostic,scenario / physics ensemble configurations,physics parameter sweeps,,Both provide metadata.,Match,INTENDED,Match,,Match,,Match,,Match
6,Data Schema Mismatch,Direction (any),Embedded,A.output ↔ B.input OR B.output ↔ A.input (≥1),A.out:air_temperature_2m; specific_humidity_2m; wind_speed_10m; wind_u10; wind_v10; surface_pressure; downwelling_shortwave_radiation; downwelling_longwave_radiation; precipitation_rain_rate; precipitation_snow_rate; near_surface_air_density; reference_height_wind,B.out:lake_skin_temperature; lake_ice_fraction; lake_ice_thickness; lake_surface_albedo; surface_roughness_length_water; upward_sensible_heat_flux; upward_latent_heat_flux; upward_longwave_radiation; reflected_shortwave_radiation; surface_evaporation_rate; lake_snow_depth,,A2B:✓; B2A:✓,Match,INTENDED,Match,,Match,,Match,,Match
6,Data Schema Mismatch,(A or B).input vs AB.input,Embedded,(A or B).input ↔ AB.input (similarity>0),A.in:lake_skin_temperature; lake_ice_fraction; lake_ice_thickness; lake_surface_albedo; surface_roughness_length_water; upward_sensible_heat_flux; upward_latent_heat_flux; upward_longwave_radiation; reflected_shortwave_radiation; surface_evaporation_rate; lake_snow_depth; surface state; fluxes computed by the embedded lake column at water grid cells b → a; in-memory .; embedded lake column providing lower-boundary state; fluxes over water points | B.in:air_temperature_2m; specific_humidity_2m; wind_speed_10m; wind_u10; wind_v10; surface_pressure; downwelling_shortwave_radiation; downwelling_longwave_radiation; precipitation_rain_rate; precipitation_snow_rate; near_surface_air_density; reference_height_wind; near-surface meteorology; radiative forcing from wrf a → b; in-memory .; host atmosphere providing meteorology; radiation to the lake column,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing
6,Data Schema Mismatch,(A or B).output vs AB.output,Embedded,(A or B).output ↔ AB.output (similarity>0),A.out:air_temperature_2m; specific_humidity_2m; wind_speed_10m; wind_u10; wind_v10; surface_pressure; downwelling_shortwave_radiation; downwelling_longwave_radiation; precipitation_rain_rate; precipitation_snow_rate; near_surface_air_density; reference_height_wind | B.out:lake_skin_temperature; lake_ice_fraction; lake_ice_thickness; lake_surface_albedo; surface_roughness_length_water; upward_sensible_heat_flux; upward_latent_heat_flux; upward_longwave_radiation; reflected_shortwave_radiation; surface_evaporation_rate; lake_snow_depth,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,missing,Missing fields: B+AB,missing,Missing fields: B+AB,missing,Missing fields: B+AB,Mismatch
6,Temporal Resolution Mismatch,time_steps_temporal_resolution,Embedded,Common exchanged variables align semantically,"timestep seconds, physics 5-30 min configurable",same as wrf physics step,,A↔B token-sim=0.11 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
6,Temporal Coverage Mismatch,temporal_extent_coverage,Embedded,Common exchanged variables align semantically,event to multi-season runs,synchronous with host model integration,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,Integration can be limited to the overlapping multi‑year interval.,Match,The temporal extents are compatible and can be aligned.,Mismatch,Resample or interpolate data to compatible temporal coverage,Match
6,Spatial Resolution Mismatch,spatial_resolution,Embedded,Common exchanged variables align semantically,"o 1-10 km horizontal, ~30-60 vertical levels configurable","layered, 10+ water layers, up to 5 snow layers, 2 ice layers, ~10 sediment layers configurable",,A↔B token-sim=0.07 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
6,Spatial Coverage Mismatch,spatial_extent_coverage,Embedded,Common exchanged variables align semantically,model domain includes great lakes region in study configurations,water points within wrf domain,,A↔B token-sim=0.09 (>0 ⇒ aligned),Match,INTENDED,Match,,Match,,Match,,Match
6,Dimensionality Mismatch,dimensionality,Embedded,Common exchanged variables align semantically,3d,1d vertical,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Mismatch,Implement both projection (3‑D→2‑D) and extrusion (1‑D→2‑D) adapters.,Mismatch,Transform the dimensionalities to be compatible.,Mismatch,Convert data to compatible dimensionality,Mismatch
6,Communication Mechanism Mismatch,communication_mechanism,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare mechanism.",Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
6,Error Handling Mismatch,error_handling,Embedded,Pattern-graded requirement,"numerical stability checks, restart files","state / energy checks, non-negative thickness constraints",,"Embedded requires A, B, and AB error handling.",Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
6,Execution Instruction Gap,execution_instructions,Embedded,Require both sides,"configure namelists, compile physics with lake option, run real.exe, wrf.exe","enable lake physics in wrf namelist, supply lake mask / bathymetry, run synchronously with atmosphere",,Both A and B must provide.,Match,INTENDED,Match,,Match,,Match,,Match
6,Parallel Execution Incompatibility,parallel_execution,Embedded,Pattern-graded requirement,true,"yes per grid cell , via host domain decomposition",,"Embedded requires A, B, and AB to declare this.",Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Match
6,Execution Constraint Mismatch,execution_constraints,Embedded,Pattern-graded requirement,"synchronous timestep, identical grid cell ownership for lake points","same timestep as host, strict energy / mass conservation at interface",synchronous coupling at physics time step with shared grid cell ownership over lakes,Embedded requires synchronous/low-latency cues (as applicable).,Match,INTENDED,Match,,Match,,Match,,Match
6,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare this.",Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
6,Latency Expectation Mismatch,latency_expectations,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare this.",Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
6,Data Synchronization,data_synchronization,Embedded,Pattern-graded requirement,"two-way, every physics step in-memory field exchange",two-way in-memory exchange every physics step,two-way in-memory exchange each coupling step,Embedded expects explicit synchronous/lockstep cues.,Mismatch,INTENDED,Match,Data flow description matches integration pattern.,Mismatch,Align data synchronization mechanisms across both models.,Mismatch,Implement compatible data synchronization mechanisms,Match
6,Programming Language Incompatibility,programming_language,Embedded,Exact equality required,fortran; c,fortran,,Not equal.,Mismatch,INTENDED,Match,Both expose Fortran interfaces; additional C++ in B does not prevent coupling via FABM.,Match,The programming languages are compatible and can be integrated.,Match,Programming languages are compatible: fortran and c++,Match
6,Source Code Availability Gap,availability_of_source_code (A),Embedded,Presence required,,,,A provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
6,Source Code Availability Gap,availability_of_source_code (B),Embedded,Presence required,,,,B provides metadata,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
6,Implementation Verification Gap,implementation_verification (A),Embedded,Presence required,"standard wrf benchmarks, lake-enabled case studies; reanalysis comparison, station / buoy validations",,,A provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
6,Implementation Verification Gap,implementation_verification (B),Embedded,Presence required,"case studies of great lakes; energy closure checks, comparison to buoy lst, ice cover",,,B provides metadata,Match,INTENDED,Match,,Match,,Match,,Match
6,Software Environment Mismatch,software_specification_and_requirements,Embedded,Exact equality required,"netcdf, mpi, wps / real.exe pre-processing","built as part of wrf physics, no external coupler at runtime",,Not equal.,Mismatch,INTENDED,Match,Software stacks are compatible across components.,Mismatch,Standardize software environments across both models.,Mismatch,Implement compatible software environments,Match
6,Hardware Resource Mismatch,hardware_specification_and_requirements,Embedded,Exact equality required,hpc / cluster,same as host wrf,,Not equal.,Mismatch,INTENDED,Match,All components require HPC resources; no conflict.,Match,The hardware resources are compatible and can be integrated.,Mismatch,Implement compatible hardware resources,Match
6,Distribution Version Mismatch,distribution_version,Embedded,Exact equality required,3.6+,embedded with wrf v3.6+,,Not equal.,Mismatch,INTENDED,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch,LLM skipped (A/B missing or field excluded).,Mismatch
6,File Format Mismatch,file_formats,Embedded,Presence required,,,,Neither provides metadata.,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
6,License Incompatibility,license,Embedded,Pattern-graded requirement,wrf open-source varies by components,inherited from wrf / clm components,,Exact equality required at Embedded.,Mismatch,INTENDED,Mismatch,Re‑license the conflicting component under a compatible license or obtain permission.,Mismatch,The licenses are not compatible and need to be aligned.,Mismatch,Use compatible licenses or obtain necessary permissions,Mismatch
6,Landing Page Gap,landing_page (A),Embedded,Presence required,"https, / / www.mmm.ucar.edu / models / wrf",,,A provides landing page,Match,INTENDED,Match,,Match,,Match,,Match
6,Landing Page Gap,landing_page (B),Embedded,Presence required,,,,B provides landing page,Missing,INTENDED,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing,Missing fields: A+B+AB,missing
7,Semantic Mismatch,Title,Integrated,Coverage threshold ≥ 0.50,general ocean turbulence model gotm; karsten bolding,pclake+ integrated via fabm; arie b.g. janssen,intended modular lake modeling framework,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: lake, modeling, modular",Mismatch,INTENDED,Match,Atmospheric and oceanic components are meant to be integrated in the system.,Match,The titles are semantically similar and cover overlapping domains.,Match,"Similarity threshold not met, but titles are compatible",Match
7,Semantic Mismatch,Model Version,Integrated,Coverage vs AB,5.0,2023.1; 5.0,,AB value missing.,Missing,INTENDED,missing,Missing fields: AB,missing,Missing fields: AB,missing,Missing fields: AB,Mismatch
