group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,in_paper_appendix,verdict,explanation,adaptation
6,Spatial Resolution Mismatch,spatial_resolution,Embedded,Common exchanged variables align semantically (or a declared conversion bridges them),1-10 km horizontal with ~30-60 vertical atmospheric levels,"layered, ≥10 water layers, multiple snow / ice, sediment layers configurable",1 ha parcels,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,Spatial Resolution Compatibility,InformationLevel,Information,Deterministic,True,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Regrid/aggregate the exchanged variable to the spatial resolution required by the receiving model.
6,Spatial Coverage Mismatch,spatial_extent_coverage,Embedded,Common exchanged variables align semantically (or a declared conversion bridges them),wrf regional domain,water points within the wrf domain,parcel-based regional landscape,A<->B token-sim=0.33 (>0 means aligned),Match,INTEGRATED,(auxiliary) Spatial Coverage Mismatch / spatial_extent_coverage,RuntimeLevel,Information,Deterministic,False,Match,Deterministic check: A<->B token-sim=0.33 (>0 means aligned),No adaptation required.
6,Dimensionality Mismatch,dimensionality,Embedded,Common exchanged variables align semantically (or a declared conversion bridges them),3d atmosphere + embedded 1d lake,1d vertical,2d,A<->B token-sim=0.17 (>0 means aligned),Match,INTEGRATED,Dimensionality Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: A<->B token-sim=0.17 (>0 means aligned),No adaptation required.
6,Unit Mismatch,A.output(air_temperature_2m) -> B.input(air_temperature_2m),Embedded,Units must be equal or known-equivalent,various,K,,'various' != 'K' and not in a known-equivalent class; conversion required.,Mismatch,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Mismatch,Deterministic check: 'various' != 'K' and not in a known-equivalent class; conversion required.,Apply a unit conversion between the declared source and target units before data exchange.
6,Unit Mismatch,A.output(specific_humidity_2m) -> B.input(specific_humidity_2m),Embedded,Both sides must declare a unit for the exchanged variable,,kg kg^-1,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,A.output(wind_u10) -> B.input(wind_u10),Embedded,Both sides must declare a unit for the exchanged variable,,Pa,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,A.output(wind_v10) -> B.input(wind_v10),Embedded,Both sides must declare a unit for the exchanged variable,,W m^-2,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,A.output(surface_pressure) -> B.input(surface_pressure),Embedded,Both sides must declare a unit for the exchanged variable,,kg m^-2 s^-1,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,A.output(downwelling_shortwave_radiation) -> B.input(downwelling_shortwave_radiation),Embedded,Both sides must declare a unit for the exchanged variable,,m,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,A.output(downwelling_longwave_radiation) -> B.input(downwelling_longwave_radiation),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,A.output(precipitation_rain_rate) -> B.input(precipitation_rain_rate),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,A.output(precipitation_snow_rate) -> B.input(precipitation_snow_rate),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,A.output(near_surface_air_density) -> B.input(near_surface_air_density),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,B.output(lake_skin_temperature) -> A.input(lake_skin_temperature),Embedded,Units must be equal or known-equivalent,K,K,,'K' ~ 'K' (equivalent).,Match,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'K' ~ 'K' (equivalent).,No adaptation required.
6,Unit Mismatch,B.output(lake_ice_fraction) -> A.input(lake_ice_fraction),Embedded,Units must be equal or known-equivalent,dimensionless,dimensionless,,'dimensionless' ~ 'dimensionless' (equivalent).,Match,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'dimensionless' ~ 'dimensionless' (equivalent).,No adaptation required.
6,Unit Mismatch,B.output(lake_ice_thickness) -> A.input(lake_ice_thickness),Embedded,Units must be equal or known-equivalent,m,m,,'m' ~ 'm' (equivalent).,Match,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'm' ~ 'm' (equivalent).,No adaptation required.
6,Unit Mismatch,B.output(lake_surface_albedo) -> A.input(lake_surface_albedo),Embedded,Units must be equal or known-equivalent,W m^-2,W m^-2,,'W m^-2' ~ 'W m^-2' (equivalent).,Match,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'W m^-2' ~ 'W m^-2' (equivalent).,No adaptation required.
6,Unit Mismatch,B.output(surface_roughness_length_water) -> A.input(surface_roughness_length_water),Embedded,Units must be equal or known-equivalent,kg m^-2 s^-1,kg m^-2 s^-1,,'kg m^-2 s^-1' ~ 'kg m^-2 s^-1' (equivalent).,Match,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Match,Deterministic check: 'kg m^-2 s^-1' ~ 'kg m^-2 s^-1' (equivalent).,No adaptation required.
6,Unit Mismatch,B.output(upward_sensible_heat_flux) -> A.input(upward_sensible_heat_flux),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,B.output(upward_latent_heat_flux) -> A.input(upward_latent_heat_flux),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,B.output(upward_longwave_radiation) -> A.input(upward_longwave_radiation),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,B.output(reflected_shortwave_radiation) -> A.input(reflected_shortwave_radiation),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,B.output(surface_evaporation_rate) -> A.input(surface_evaporation_rate),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Unit Mismatch,B.output(lake_snow_depth) -> A.input(lake_snow_depth),Embedded,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Communication Mechanism Mismatch,communication_mechanism,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare mechanism.",Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Gap,,
6,Error Handling Mismatch,error_handling,Embedded,Pattern-graded requirement,numerical stability checks; restart mechanism; boundary-condition consistency checks,"numerical stability checks, non-negative thickness enforcement, energy-balance diagnostics, failures trigger wrf restart / log messages but no autonomous recovery.","input validation on parcel ids, land-use categories, es table lookups, invalid or missing values fall back to defaults, are logged for post-run diagnostics.","A↔AB=0.00, B↔AB=0.03 (>0 required).",Mismatch,INTEGRATED,Error-Handling Compatibility,RuntimeLevel,Computational,LLMAssisted,True,Mismatch,,
6,Execution Instruction Gap,execution_instructions,Embedded,Require both sides,compile with lake physics enabled; run real.exe for ic / lbc generation; execute wrf.exe with embedded lake tile; in-memory lower-boundary exchange each physics step,"enable the lake physics option in the wrf namelist, supply lake mask, bathymetry, compile wrf with the lake scheme, run real.exe, wrf.exe with the lake tile active. coupling is via in-memory, direct-call interfaces at every physics step.",,Both A and B must provide.,Match,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Match,,
6,Parallel Execution Incompatibility,parallel_execution,Embedded,Pattern-graded requirement,,true,,"Embedded requires A, B, and AB to declare this.",Missing,INTEGRATED,Execution Constraint Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
6,Execution Constraint Mismatch,execution_constraints,Embedded,Pattern-graded requirement,synchronous timestep with lake tile; identical grid cell ownership for water points; requires stable physics timestep for lake-atmosphere fluxes; synchronous timestep; shared grid ownership,"tight coupling, synchronous, lockstep execution with the host wrf physics time step, with identical grid cell ownership for lake points, strict energy / mass conservation.","synchronous annual coupling, abm, es modules run in sequence each timestep abm → es → abm , using the same grid, parcel identifiers.",Embedded requires synchronous/low-latency cues (as applicable).,Match,INTEGRATED,Execution Ordering Compatibility,RuntimeLevel,Engineering,Deterministic,True,Match,Deterministic check: Embedded requires synchronous/low-latency cues (as applicable).,No adaptation required.
6,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Embedded,Pattern-graded requirement,embedded component attribution; cite xiao et al. 2016 for lake improvements,"use of the scheme should cite subin et al. clm lake scheme , xiao et al. 2016 for wrf-lake integration, follow wrf / clm acknowledgment guidelines.",,"Embedded requires A, B, and AB to declare this.",Missing,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
6,Latency Expectation Mismatch,latency_expectations,Embedded,Pattern-graded requirement,low,,"low latency, batch-style exchange at annual timesteps, no real-time constraints.","Embedded requires A, B, and AB to declare this.",Missing,INTEGRATED,Latency Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Gap,,
6,Data Synchronization,data_synchronization,Embedded,Pattern-graded requirement,two-way; in-memory; synchronous; every physics step; in-memory exchange,"two-way, in-memory, low-latency exchange every physics step same timestep, real-time from the model’s perspective .","land-use maps are exported from the abm, ingested by the es module each year, es scores are written back as attributes or lookup tables that modify agent utility in the next decision step.",Embedded expects explicit synchronous/lockstep cues.,Match,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,True,Match,,
6,Programming Language Incompatibility,programming_language,Embedded,Exact equality required,native_c_cpp_fortran_family; python_r_cpp_family,fortran,netlogo; python,Not equal.,Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
6,Source Code Availability Gap,availability_of_source_code (A),Embedded,Presence required,,,,A provides metadata,Missing,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Source Code Availability Gap,availability_of_source_code (B),Embedded,Presence required,,,,B provides metadata,Missing,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Implementation Verification Gap,implementation_verification (A),Embedded,Presence required,"lake-enabled benchmarks, great lakes case studies confirm improved lst, ice skill.; buoy comparisons, reanalysis agreement",,,A provides metadata,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (A),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: A provides metadata,No adaptation required.
6,Implementation Verification Gap,implementation_verification (B),Embedded,Presence required,"reproduces documented improvements in great lakes wrf-lake experiments, energy, mass conservation checked across the air-lake interface.; energy closure, non-negativity checks performed each step, evaluated against buoy lake-surface temperature, ice-cover products.",,,B provides metadata,Match,INTEGRATED,(auxiliary) Implementation Verification Gap / implementation_verification (B),RuntimeLevel,Technology,Deterministic,False,Match,Deterministic check: B provides metadata,No adaptation required.
6,Software Environment Mismatch,software_specification_and_requirements,Embedded,Presence required,,"built as part of wrf physics, no external coupler required at runtime.","requires an abm platform e.g., netlogo plus a scripting / analysis environment for es evaluation.",Only one side provides metadata.,Missing,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Gap,,
6,Hardware Resource Mismatch,hardware_specification_and_requirements,Embedded,Exact equality required,hpc cluster or large workstation,same as host wrf mpi-parallel cluster or hpc,"standard desktop or workstation, multicore optional for batch scenario runs.",Not equal.,Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
6,Distribution Version Mismatch,distribution_version,Embedded,Presence required,,embedded with wrf v3.6+,1.0,Only one side provides metadata.,Missing,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Gap,,
6,File Format Mismatch,file_formats,Embedded,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,True,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,License Incompatibility,license,Embedded,Pattern-graded requirement,gpl,"inherited from wrf / clm components academic, non-osi .",,Exact equality required at Embedded.,Mismatch,INTEGRATED,License Compatibility,RuntimeLevel,Technology,LLMAssisted,True,Mismatch,,
6,Landing Page Gap,landing_page (A),Embedded,Presence required,,,,A provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: A provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Landing Page Gap,landing_page (B),Embedded,Presence required,,,,B provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (B),RuntimeLevel,Technology,Deterministic,False,Gap,Deterministic check: B provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.
6,Operating Environment Mismatch,operating_system,Embedded,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,True,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.
7,Semantic Mismatch,Title,Integrated,Coverage threshold ≥ 0.50,general ocean turbulence model gotm; karsten bolding,pclake+ integrated via fabm; arie b.g. janssen,integrated gotm-fabm-pclake+ model; j. bruggeman; k. bolding,"A→AB:0.25 (covered: bolding, gotm) | B→AB:0.62 (covered: fabm, integrated, pclake, pclake+, pclakeplus) | A∪B→AB:0.88 (covered: bolding, fabm, gotm, integrated, pclake, pclake+, pclakeplus) | uncovered_AB: bruggeman",Match,INTENDED,(auxiliary) Semantic Mismatch / Title,PatternAgnostic,Domain,Deterministic,False,Match,"Deterministic check: A→AB:0.25 (covered: bolding, gotm) | B→AB:0.62 (covered: fabm, integrated, pclake, pclake+, pclakeplus) | A∪B→AB:0.88 (covered: bolding, fabm, gotm, integrated, pclake, pclake+, pclakeplus) | uncovered_AB: bruggeman",No adaptation required.
7,Semantic Mismatch,Model Version,Integrated,A or B must equal AB exactly,5.0,2023.1; 5.0,1.0,A==AB:×; B==AB:×,Mismatch,INTENDED,(auxiliary) Semantic Mismatch / Model Version,PatternAgnostic,Domain,Deterministic,False,Mismatch,Deterministic check: A==AB:×; B==AB:×,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.
7,Semantic Mismatch,Description,Integrated,Coverage threshold ≥ 0.50,"1d water-column hydrodynamic model simulating vertical mixing, turbulence, stratification. provides physical driver fields temperature, salinity, mixing, light to coupled biogeochemical models via fabm, receives ecological feedback variables e.g. bio-optical attenuation, heat flux, surface-drag modifiers .; meteorological forcing, boundary conditions, initial hydrodynamic state, additionally receives ecological feedback variables from fabm submodels.","process-based lake ecosystem model pclake+ implemented as a fabm plugin. simulates nutrient cycling, primary production, oxygen dynamics, sediment- water interactions, driven by physical state variables from a host hydrodynamic model e.g. gotm , providing bio-optical, flux feedbacks back to the host.; physical, chemical drivers provided by gotm or another fabm-enabled host via in-memory fabm api.; physical hydrodynamic, optical drivers from gotm via fabm api.","modular aquatic ecosystem modeling system coupling the 1d hydrodynamic model gotm with the pclake+ ecological model through the fabm framework. hydrodynamics, light, mixing from gotm drive pclake+ via fabm, while ecological feedbacks bio-optical properties, heat production, surface-drag modifiers are returned online to gotm.","A→AB:0.38 (covered: 1d, bio, drag, ecological, fabm, heat, hydrodynamic, light, mixing, modifiers, optical, via) | B→AB:0.38 (covered: bio, ecosystem, fabm, feedbacks, gotm, hydrodynamic, optical, pclake, pclake+, pclakeplus, production, via) | A∪B→AB:0.59 (covered: 1d, bio, drag, ecological, ecosystem, fabm, feedbacks, gotm, heat, hydrodynamic, light, mixing, modifiers, optical, pclake, pclake+, pclakeplus, production, via) | uncovered_AB: aquatic, are, coupling, drive, hydrodynamics, modeling, modular, online, properties, returned, system, through, while",Match,INTENDED,(auxiliary) Semantic Mismatch / Description,PatternAgnostic,Domain,Deterministic,False,Match,"Deterministic check: A→AB:0.38 (covered: 1d, bio, drag, ecological, fabm, heat, hydrodynamic, light, mixing, modifiers, optical, via) | B→AB:0.38 (covered: bio, ecosystem, fabm, feedbacks, gotm, hydrodynamic, optical, pclake, pclake+, pclakeplus, production, via) | A∪B→AB:0.59 (covered: 1d, bio, drag, ecological, ecosystem, fabm, feedbacks, gotm, heat, hydrodynamic, light, mixing, modifiers, optical, pclake, pclake+, pclakeplus, production, via) | uncovered_AB: aquatic, are, coupling, drive, hydrodynamics, modeling, modular, online, properties, returned, system, through, while",No adaptation required.
7,Semantic Mismatch,Keywords,Integrated,Coverage threshold ≥ 0.50,hydrodynamic model; turbulence; vertical mixing; marine systems; lake modeling; fabm coupling,nutrient cycling; ecological modeling; lake ecosystems; pclake+; fabm,gotm; fabm; pclake+; model integration; biogeochemical modeling; hydrodynamics,"A→AB:0.22 (covered: fabm, modeling) | B→AB:0.56 (covered: fabm, modeling, pclake, pclake+, pclakeplus) | A∪B→AB:0.56 (covered: fabm, modeling, pclake, pclake+, pclakeplus) | uncovered_AB: biogeochemical, gotm, hydrodynamics, integration",Match,INTENDED,(auxiliary) Semantic Mismatch / Keywords,PatternAgnostic,Domain,Deterministic,False,Match,"Deterministic check: A→AB:0.22 (covered: fabm, modeling) | B→AB:0.56 (covered: fabm, modeling, pclake, pclake+, pclakeplus) | A∪B→AB:0.56 (covered: fabm, modeling, pclake, pclake+, pclakeplus) | uncovered_AB: biogeochemical, gotm, hydrodynamics, integration",No adaptation required.
7,Semantic Mismatch,Model Type,Integrated,Coverage threshold ≥ 0.50,mechanistic,mechanistic,mechanistic,A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,Match,INTENDED,(auxiliary) Semantic Mismatch / Model Type,PatternAgnostic,Domain,Deterministic,False,Match,Deterministic check: A→AB:1.00 (covered: mechanistic) | B→AB:1.00 (covered: mechanistic) | A∪B→AB:1.00 (covered: mechanistic) | uncovered_AB: —,No adaptation required.
7,Semantic Mismatch,Scope,Integrated,Coverage threshold ≥ 0.50,1d vertical hydrodynamics in aquatic systems,"shallow, stratified lakes in 1d column configuration","lakes, coastal systems 1d vertical columns","A→AB:0.50 (covered: 1d, systems, vertical) | B→AB:0.33 (covered: 1d, lakes) | A∪B→AB:0.67 (covered: 1d, lakes, systems, vertical) | uncovered_AB: coastal, columns",Match,INTENDED,Scope Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Match,,
7,Semantic Mismatch,Purpose & Pattern,Integrated,Coverage threshold ≥ 0.50,"simulate vertical transport, turbulence, mixing in marine, freshwater systems as physical driver for ecosystem models; layered turbulence closure with online ecological coupling via fabm","simulate ecological dynamics in response to nutrient inputs, physical mixing, climate-related drivers within a 1d lake column.; fabm plugin with ecological processes driven by host hydrodynamic state variables, returning feedbacks.","simulate coupled physical, ecological dynamics in aquatic ecosystems using a shared 1d water column.; modular online coupling via fabm in a single integrated executable.; integrated","A→AB:0.37 (covered: coupling, ecological, fabm, online, physical, simulate, via) | B→AB:0.37 (covered: 1d, column, dynamics, ecological, fabm, physical, simulate) | A∪B→AB:0.53 (covered: 1d, column, coupling, dynamics, ecological, fabm, online, physical, simulate, via) | uncovered_AB: aquatic, ecosystems, executable, integrated, modular, shared, single, using, water",Match,INTENDED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Match,,
7,Semantic Mismatch,Assumptions,Integrated,Coverage threshold ≥ 0.50,"horizontal homogeneity 1d vertical column .; turbulence forced by wind, buoyancy, bottom shear.; vertical mixing represented by turbulence closure schemes.; ecological feedbacks are applied as additional source / sink terms.","ecology responds to physical drivers light, mixing, temperature supplied by the host model.; trophic groups, sediments are represented mechanistically without horizontal heterogeneity.; vertical column shares grid, timestep with the host hydrodynamic model.; feedbacks light attenuation, heat production, drag modifications are aggregated at the grid-cell scale.","vertical structure dominates system behavior 1d column .; hydrodynamic conditions mixing, temperature, light control ecological processes.; gotm, pclake+ share the same vertical grid, timestep via fabm.; ecological feedbacks modify light climate, surface fluxes but do not alter external forcing.","A→AB:0.18 (covered: 1d, column, ecological, feedbacks, mixing, vertical) | B→AB:0.26 (covered: column, feedbacks, grid, hydrodynamic, light, mixing, temperature, timestep, vertical) | A∪B→AB:0.32 (covered: 1d, column, ecological, feedbacks, grid, hydrodynamic, light, mixing, temperature, timestep, vertical) | uncovered_AB: alter, behavior, but, climate, conditions, control, do, dominates, external, fabm, forcing, gotm, modify, not, pclake, pclake+, pclakeplus, processes, same, share, structure, system, via",Mismatch,INTENDED,Assumption Compatibility,PatternAgnostic,Domain,LLMAssisted,True,Mismatch,,
7,Conceptual Quality Gap,Links to Publications & Reports,Integrated,Pattern-agnostic,"burchard et al., 1999; bruggeman, bolding, 2014","janssen et al., 2019",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
7,Conceptual Quality Gap,Authors’ Unique Identifier,Integrated,Pattern-agnostic,"karsten bolding; gotm, gotm-fabm development","arie b.g. janssen; ecological model development, fabm implementation",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
7,Conceptual Quality Gap,Conceptual Model Evaluation,Integrated,Pattern-agnostic,"widely benchmarked for estuaries, coastal seas, lakes, used as reference 1d turbulence column.","well-established pclake+ formulation with documented fabm implementation, validations.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
7,Conceptual Quality Gap,Calibration Tools/Data,Integrated,Pattern-agnostic,"site-specific temperature, salinity profiles, occasional turbulence observations","biological monitoring data, nutrient load records, case-study calibration datasets.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
7,Conceptual Quality Gap,Validation Capabilities,Integrated,Pattern-agnostic,"profile comparisons of temperature, salinity, mixed-layer depth against observations.","validated on multiple lakes worldwide using long-term nutrient, biomass records.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
7,Conceptual Quality Gap,Sensitivity Analysis,Integrated,Pattern-agnostic,"configuration-based sensitivity tests for turbulence schemes, surface forcing.","supports manual, automated parameter sensitivity tools within the pclake+ / fabm environment.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
7,Conceptual Quality Gap,Uncertainty Analysis,Integrated,Pattern-agnostic,"scenario-based exploration of forcing, parameter choices.","scenario, ensemble runs with perturbed forcings, parameters.",,Both provide metadata.,Match,INTENDED,Conceptual Quality Evidence,PatternAgnostic,Domain,LLMAssisted,True,Match,,
7,Data Schema Mismatch,Direction (any),Integrated,A.output ↔ B.input OR B.output ↔ A.input (≥1),A.out:temperature profile; salinity profile; turbulent mixing coefficients kz; scalar irradiance / par,B.out:nutrient concentrations n; p; si; phytoplankton biomass; macrophyte biomass; zooplankton biomass; oxygen concentration; bio-optical properties kd_bio; heat production due to light absorption q_bio; surface albedo / drag modifiers,,A2B:✓; B2A:✓,Match,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Match,,
7,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:meteorological forcing wind; air temperature; humidity; radiation; initial temperature; salinity profiles; bio-optical feedback kd_bio; heat flux feedback q_bio; surface albedo / wind-drag modifiers; meteorological forcing; boundary conditions; initial hydrodynamic state; additionally receives ecological feedback variables from fabm submodels. | B.in:temperature profile; turbulent mixing coefficients kz; scalar irradiance / par; salinity profile where relevant; physical; chemical drivers provided by gotm or another fabm-enabled host via in-memory fabm api.; physical hydrodynamic; optical drivers from gotm via fabm api.,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Gap,,
7,Data Schema Mismatch,(A or B).output vs AB.output,Integrated,(A or B).output ↔ AB.output (similarity>0),A.out:temperature profile; salinity profile; turbulent mixing coefficients kz; scalar irradiance / par | B.out:nutrient concentrations n; p; si; phytoplankton biomass; macrophyte biomass; zooplankton biomass; oxygen concentration; bio-optical properties kd_bio; heat production due to light absorption q_bio; surface albedo / drag modifiers,,physical state variables t; s; kz; par; nutrient concentrations; phytoplankton biomass; macrophyte biomass; zooplankton biomass; oxygen concentration; bio-optical properties kd_bio; heat production due to light absorption q_bio,max=0.96,Match,INTENDED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,True,Match,,
