group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,LLM-Result,LLM-suggestion
6,Error Handling Mismatch,error_handling,Embedded,Pattern-graded requirement,"numerical stability checks, restart files","state / energy checks, non-negative thickness constraints",,"Embedded requires A, B, and AB error handling.",Missing,INTENDED,,
6,File Format Mismatch,file_formats,Embedded,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Gap,field A+B missing
6,Hardware Resource Mismatch,hardware_specification_and_requirements,Embedded,Exact equality required,hpc / cluster,same as host wrf,,Not equal.,Mismatch,INTENDED,Match,The hardware specification can be adjusted to match the host WRF requirements.
6,Landing Page Gap,landing_page (B),Embedded,Presence required,,,,B provides landing page,Missing,INTENDED,Gap,field A+B missing
6,Latency Expectation Mismatch,latency_expectations,Embedded,Pattern-graded requirement,,,,"Embedded requires A, B, and AB to declare this.",Missing,INTENDED,Gap,field A+B missing
6,License Incompatibility,license,Embedded,Pattern-graded requirement,wrf open-source varies by components,inherited from wrf / clm components,,Exact equality required at Embedded.,Mismatch,INTENDED,Match,The open-source nature of WRF components can be aligned with the inherited license.
6,Parallel Execution Incompatibility,parallel_execution,Embedded,Pattern-graded requirement,true,"yes per grid cell , via host domain decomposition",,"Embedded requires A, B, and AB to declare this.",Missing,INTENDED,,
6,Programming Language Incompatibility,programming_language,Embedded,Exact equality required,fortran; c,fortran,,Not equal.,Mismatch,INTENDED,Match,"Both models use Fortran, so the difference in additional languages (C) is not a blocker."
6,Semantic Mismatch,Assumptions,Embedded,Coverage threshold ≥ 0.50,hydrostatic or nonhydrostatic per configuration; terrain-following vertical coordinate; lake surface represented by an embedded 1-d water / ice / snow column,"horizontally homogeneous lake column per grid cell 1-d; eddy diffusivity parameterized, enhanced mixing options for deep lakes; dynamic surface albedo with ice / snow processes","atmospheric model provides near-surface meteorological, radiative forcing to lake; lake model returns surface state variables, fluxes for atmospheric lower boundary; compatible time step, spatial grid over lake grid points; energy, mass are conserved at the interface","A→AB:0.04 (covered: lake) | B→AB:0.09 (covered: grid, lake) | A∪B→AB:0.09 (covered: grid, lake) | uncovered_AB: are, atmospheric, boundary, compatible, conserved, energy, forcing, interface, lower, mass, meteorological, near, over, points, provides, radiative, returns, spatial, state, step, time",Mismatch,INTENDED,Match,The semantic differences can be resolved through configuration and parameter alignment.
6,Semantic Mismatch,Description,Embedded,Coverage threshold ≥ 0.50,"nonhydrostatic regional atmospheric model providing near-surface meteorology, radiation to the embedded 1-d lake scheme, ingesting its surface state, fluxes for the atmospheric lower boundary.; surface state, fluxes computed by the embedded lake column at water grid cells b → a, in-memory .; embedded lake column providing lower-boundary state, fluxes over water points","a 1-d thermal diffusion lake column with layered water, ice, snow, sediment, computes lake surface temperature, ice / snow evolution, air-lake fluxes in response to wrf near-surface meteorology, radiation.; near-surface meteorology, radiative forcing from wrf a → b, in-memory .; host atmosphere providing meteorology, radiation to the lake column","a conceptual integration plan for embedding a one-dimensional lake model within a regional atmospheric model. the intended goal is to represent two-way interactions between lake surfaces, the overlying atmosphere, including heat, moisture, momentum exchanges, as well as seasonal ice / snow cover on lakes. model components are not yet selected.; expected input such as 2-m air temperature, humidity, wind speed, precipitation, radiative fluxes from the atmospheric model","A→AB:0.07 (covered: atmospheric, lake, regional) | B→AB:0.15 (covered: air, atmosphere, lake, radiative, snow, temperature) | A∪B→AB:0.20 (covered: air, atmosphere, atmospheric, lake, radiative, regional, snow, temperature) | uncovered_AB: are, between, conceptual, cover, dimensional, embedding, goal, heat, humidity, including, integration, interactions, is, lakes, moisture, momentum, not, one, overlying, plan, precipitation, represent, seasonal, selected, speed, such, surfaces, two, way, well, wind, within, yet",Mismatch,INTENDED,Match,The descriptions are semantically similar enough to be aligned through configuration.
6,Semantic Mismatch,Keywords,Embedded,Coverage threshold ≥ 0.50,regional atmosphere; boundary layer; surface fluxes; radiation; wrf-lake,lake column; thermal diffusion; ice / snow on lakes; surface fluxes; dynamic albedo,"atmosphere-lake coupling; surface fluxes; lake ice, snow; lower boundary condition; climate, weather simulation; embedded modeling","A→AB:0.25 (covered: atmosphere, boundary, lake) | B→AB:0.17 (covered: lake, snow) | A∪B→AB:0.33 (covered: atmosphere, boundary, lake, snow) | uncovered_AB: climate, condition, coupling, embedded, lower, modeling, simulation, weather",Mismatch,INTENDED,Match,The keywords are semantically similar enough to be aligned through configuration.
6,Semantic Mismatch,Model Version,Embedded,Coverage vs AB,3.6+ with lake scheme enabled; clm4.5-based 1-d lake,clm4.5 lake scheme as embedded in wrf v3.6+; 3.6+,,AB value missing.,Missing,INTENDED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
6,Semantic Mismatch,Scope,Embedded,Coverage threshold ≥ 0.50,continental to regional atmospheric dynamics over lake districts,grid-point lake representation within a regional nwp / rcm,regional atmospheric domains containing inland water bodies,"A→AB:0.29 (covered: atmospheric, regional) | B→AB:0.14 (covered: regional) | A∪B→AB:0.29 (covered: atmospheric, regional) | uncovered_AB: bodies, containing, domains, inland, water",Mismatch,INTENDED,Match,The scopes are semantically similar enough to be aligned through configuration.
6,Software Environment Mismatch,software_specification_and_requirements,Embedded,Exact equality required,"netcdf, mpi, wps / real.exe pre-processing","built as part of wrf physics, no external coupler at runtime",,Not equal.,Mismatch,INTENDED,Match,The software environment can be adjusted to match the WRF physics requirements.
6,Source Code Availability Gap,availability_of_source_code (A),Embedded,Presence required,,,,A provides metadata,Missing,INTENDED,Gap,field A+B missing
6,Source Code Availability Gap,availability_of_source_code (B),Embedded,Presence required,,,,B provides metadata,Missing,INTENDED,Gap,field A+B missing
6,Temporal Coverage Mismatch,temporal_extent_coverage,Embedded,Common exchanged variables align semantically,event to multi-season runs,synchronous with host model integration,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,The temporal coverage can be aligned through configuration.
7,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,,,,Integrated requires A and B to declare this.,Missing,INTEGRATED,Gap,field A+B missing
7,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTEGRATED,Gap,field A+B missing
7,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:meteorological forcing wind; air temperature; radiation; initial temperature; salinity profiles; heat flux feedback q_bio; surface albedo / wind-drag modifiers; meteorological forcing; initial hydrodynamic conditions; additionally receives ecological feedback variables from fabm submodels. | B.in:temperature profile t; turbulent mixing coefficients kz; scalar irradiance / par; salinity profile if relevant; physical; chemical drivers provided by gotm via fabm interface; physical hydrodynamic; optical drivers from gotm,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Gap,field B missing
7,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,"two-way, provides physical drivers, receives ecological feedbacks","receives gotm drivers, returns bio-feedbacks to gotm",managed internally by fabm kernel,Integrated expects explicit synchronous/lockstep cues.,LLM-match,INTEGRATED,Match,"Both models can be integrated through the fabm kernel, which manages the synchronization internally."
7,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,5.0,2023.1,1.0,Not equal.,Mismatch,INTEGRATED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
7,Error Handling Mismatch,error_handling,Integrated,Pattern-graded requirement,"error trapping, timestep control","input checking, diagnostics via fabm","handled through fabm coupling checks, gotm time controls","A↔AB=0.00, B↔AB=0.09 (>0 required if AB exists)",LLM-match,INTEGRATED,Match,Error handling can be managed through fabm coupling checks and gotm time controls.
7,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"time step, vertical grid synchronized with fabm plugins","time step, grid must match gotm, physical drivers updated each coupling step","synchronized timestep, shared grid",Integrated expects explicit sync/latency cues.,LLM-match,INTEGRATED,Match,Both models can be synchronized through the fabm kernel.
7,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Gap,field A+B missing
7,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,online synchronous exchange each time step,,synchronous coupling,Integrated requires A and B to declare this.,Missing,INTEGRATED,Gap,field B missing
7,Programming Language Incompatibility,programming_language,Integrated,Pattern-graded similarity/equality,fortran,fortran; c++,fortran,"A↔B=0.50 (> 0.50), A↔AB=1.00 & B↔AB=0.50 (> 0.25)",LLM-match,INTEGRATED,Match,"Both models support fortran, which can be used for integration."
7,Semantic Mismatch,Assumptions,Integrated,Coverage threshold ≥ 0.50,"horizontal homogeneity; turbulence driven by wind, buoyancy, bottom shear; 1d vertical structure","ecology responds to physical drivers light, mixing, temperature; trophic groups, sediment modeled mechanistically; no horizontal heterogeneity","hydrodynamic conditions influence ecological processes; vertical structure dominates system behavior; model components share spatial, temporal structure","A→AB:0.15 (covered: structure, vertical) | B→AB:0.00 (covered: —) | A∪B→AB:0.15 (covered: structure, vertical) | uncovered_AB: behavior, conditions, dominates, ecological, hydrodynamic, influence, processes, share, spatial, system, temporal",Mismatch,INTEGRATED,Mismatch,Reconcile the assumptions by adopting a common set of assumptions that both models can work with.
7,Semantic Mismatch,Description,Integrated,Coverage threshold ≥ 0.50,"a 1d water column hydrodynamic model simulating vertical mixing, turbulence, hydrodynamics, providing physical driver fields for coupled biogeochemical models via fabm, receiving ecological feedback variables e.g., light attenuation, heat flux from fabm submodels such as pclake+.; meteorological forcing, initial hydrodynamic conditions, additionally receives ecological feedback variables from fabm submodels.","a process-based biogeochemical lake ecosystem model simulating nutrient cycling, primary production, oxygen dynamics, sediment-water interactions, implemented within the framework for aquatic biogeochemical models fabm for coupling with host hydrodynamic models such as gotm.; physical, chemical drivers provided by gotm via fabm interface; physical hydrodynamic, optical drivers from gotm","a modular aquatic ecosystem modeling system that couples the gotm hydrodynamic model with the pclake+ ecological model through the fabm framework. this integration allows for dynamic simulation of both physical, ecological processes in lakes, coastal waters.","A→AB:0.27 (covered: ecological, fabm, hydrodynamic, pclake, pclake+, pclakeplus, physical) | B→AB:0.23 (covered: aquatic, ecosystem, fabm, gotm, hydrodynamic, physical) | A∪B→AB:0.38 (covered: aquatic, ecological, ecosystem, fabm, gotm, hydrodynamic, pclake, pclake+, pclakeplus, physical) | uncovered_AB: allows, both, coastal, couples, dynamic, integration, lakes, modeling, modular, processes, simulation, system, that, this, through, waters",LLM-match,INTEGRATED,Match,The descriptions are similar enough to be integrated through the fabm framework.
7,Semantic Mismatch,Model Version,Integrated,A or B must equal AB exactly,5.0,2023.1; 5.0,1.0,A==AB:×; B==AB:×,Mismatch,INTEGRATED,,
7,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,"netcdf, fortran compiler",fabm environment,"fabm-enabled gotm build, netcdf libraries","A↔B=0.00 (> 0.50), A↔AB=0.14 & B↔AB=0.00 (> 0.25)",Mismatch,INTEGRATED,Mismatch,Ensure both models can run in a common software environment by installing the necessary libraries and compilers.
7,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTEGRATED,Gap,field A+B missing
7,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTEGRATED,Gap,field A+B missing
7,Temporal Coverage Mismatch,temporal_extent_coverage,Integrated,Common exchanged variables align semantically,multi-year,decadal,multi-year,A↔B token-sim=0.00 (>0 ⇒ aligned),LLM-match,INTEGRATED,Match,Both models can be aligned to multi-year temporal coverage.
7,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Integrated,Pattern-graded requirement,,,,Integrated requires A and B to declare this.,Missing,INTENDED,Gap,field A+B missing
7,Communication Mechanism Mismatch,communication_mechanism,Integrated,Pattern-graded requirement,,,,Integrated requires both sides to declare mechanism.,Missing,INTENDED,Gap,field A+B missing
7,Data Schema Mismatch,(A or B).input vs AB.input,Integrated,(A or B).input ↔ AB.input (similarity>0),A.in:meteorological forcing wind; air temperature; radiation; initial temperature; salinity profiles; heat flux feedback q_bio; surface albedo / wind-drag modifiers; meteorological forcing; initial hydrodynamic conditions; additionally receives ecological feedback variables from fabm submodels. | B.in:temperature profile t; turbulent mixing coefficients kz; scalar irradiance / par; salinity profile if relevant; physical; chemical drivers provided by gotm via fabm interface; physical hydrodynamic; optical drivers from gotm,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Gap,field B missing
7,Data Schema Mismatch,(A or B).output vs AB.output,Integrated,(A or B).output ↔ AB.output (similarity>0),A.out:temperature profile t; salinity profile; turbulent mixing coefficients kz; scalar irradiance / par | B.out:nutrient concentrations n; p; si; phytoplankton biomass; macrophyte biomass; zooplankton biomass; oxygen concentration; bio-optical properties kd_bio; heat production due to light absorption q_bio; surface albedo / drag modifiers,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,Gap,field B missing
7,Data Synchronization,data_synchronization,Integrated,Pattern-graded requirement,"two-way, provides physical drivers, receives ecological feedbacks","receives gotm drivers, returns bio-feedbacks to gotm",,Integrated expects explicit synchronous/lockstep cues.,Mismatch,INTENDED,Match,The values are semantically similar and can be integrated with minor adjustments.
7,Distribution Version Mismatch,distribution_version,Integrated,Exact equality required,5.0,2023.1,,Not equal.,Mismatch,INTENDED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
7,Execution Constraint Mismatch,execution_constraints,Integrated,Pattern-graded requirement,"time step, vertical grid synchronized with fabm plugins","time step, grid must match gotm, physical drivers updated each coupling step",,Integrated expects explicit sync/latency cues.,Mismatch,INTENDED,Match,The values are semantically similar and can be integrated with minor adjustments.
7,File Format Mismatch,file_formats,Integrated,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Gap,field A+B missing
7,Latency Expectation Mismatch,latency_expectations,Integrated,Pattern-graded requirement,online synchronous exchange each time step,,,Integrated requires A and B to declare this.,Missing,INTENDED,Gap,field B missing
7,Programming Language Incompatibility,programming_language,Integrated,Pattern-graded similarity/equality,fortran,fortran; c++,,A↔B token-sim=0.50 (> 0.50),Mismatch,INTENDED,Match,"The token similarity is above the threshold, indicating compatibility."
7,Semantic Mismatch,Assumptions,Integrated,Coverage vs AB,"horizontal homogeneity; turbulence driven by wind, buoyancy, bottom shear; 1d vertical structure","ecology responds to physical drivers light, mixing, temperature; trophic groups, sediment modeled mechanistically; no horizontal heterogeneity",,AB value missing.,Missing,INTENDED,,
7,Semantic Mismatch,Description,Integrated,Coverage threshold ≥ 0.50,"a 1d water column hydrodynamic model simulating vertical mixing, turbulence, hydrodynamics, providing physical driver fields for coupled biogeochemical models via fabm, receiving ecological feedback variables e.g., light attenuation, heat flux from fabm submodels such as pclake+.; meteorological forcing, initial hydrodynamic conditions, additionally receives ecological feedback variables from fabm submodels.","a process-based biogeochemical lake ecosystem model simulating nutrient cycling, primary production, oxygen dynamics, sediment-water interactions, implemented within the framework for aquatic biogeochemical models fabm for coupling with host hydrodynamic models such as gotm.; physical, chemical drivers provided by gotm via fabm interface; physical hydrodynamic, optical drivers from gotm","a placeholder structure for developing a modular aquatic modeling system using gotm for hydrodynamics, a biogeochemical model such as pclake through fabm. intended to simulate ecosystem responses to physical drivers in lakes or coastal waters.","A→AB:0.26 (covered: biogeochemical, fabm, hydrodynamics, pclake, physical, such) | B→AB:0.35 (covered: aquatic, biogeochemical, drivers, ecosystem, fabm, gotm, physical, such) | A∪B→AB:0.43 (covered: aquatic, biogeochemical, drivers, ecosystem, fabm, gotm, hydrodynamics, pclake, physical, such) | uncovered_AB: coastal, developing, lakes, modeling, modular, placeholder, responses, simulate, structure, system, through, using, waters",Mismatch,INTENDED,Mismatch,Create a unified description that encompasses both models' functionalities.
7,Semantic Mismatch,Model Type,Integrated,Coverage vs AB,mechanistic,mechanistic,,AB value missing.,Missing,INTENDED,,
7,Semantic Mismatch,Model Version,Integrated,Coverage vs AB,5.0,2023.1; 5.0,,AB value missing.,Missing,INTENDED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
7,Semantic Mismatch,Purpose & Pattern,Integrated,Coverage threshold ≥ 0.50,"simulate vertical transport, mixing in marine, freshwater systems; layered turbulence closure with online ecological coupling via fabm; tool coupling via fabm","simulate ecological dynamics in response to nutrient inputs, physical mixing, climate drivers; fabm plugin with ecological processes driven by hydrodynamic state variables","design, test modular integrations for aquatic ecosystem modeling; modular online coupling via fabm or similar interface; integrated coupling","A→AB:0.29 (covered: coupling, fabm, online, via) | B→AB:0.07 (covered: fabm) | A∪B→AB:0.29 (covered: coupling, fabm, online, via) | uncovered_AB: aquatic, design, ecosystem, integrated, integrations, interface, modeling, modular, similar, test",Mismatch,INTENDED,Match,The values are semantically similar and can be integrated with minor adjustments.
7,Semantic Mismatch,Scope,Integrated,Coverage vs AB,1d vertical hydrodynamics in aquatic systems,"shallow, stratified lakes",,AB value missing.,Missing,INTENDED,,
7,Semantic Mismatch,Title,Integrated,Coverage threshold ≥ 0.50,general ocean turbulence model gotm; karsten bolding,pclake+ integrated via fabm; arie b.g. janssen,intended modular lake modeling framework,"A→AB:0.00 (covered: —) | B→AB:0.00 (covered: —) | A∪B→AB:0.00 (covered: —) | uncovered_AB: lake, modeling, modular",Mismatch,INTENDED,Match,The values are semantically similar and can be integrated with minor adjustments.
7,Software Environment Mismatch,software_specification_and_requirements,Integrated,Pattern-graded similarity/equality,"netcdf, fortran compiler",fabm environment,,A↔B token-sim=0.00 (> 0.50),Mismatch,INTENDED,Mismatch,Use a compatible software environment that supports both models.
7,Source Code Availability Gap,availability_of_source_code (A),Integrated,Presence required,,,,A provides metadata,Missing,INTENDED,Gap,field A+B missing
7,Source Code Availability Gap,availability_of_source_code (B),Integrated,Presence required,,,,B provides metadata,Missing,INTENDED,Gap,field A+B missing
7,Temporal Coverage Mismatch,temporal_extent_coverage,Integrated,Common exchanged variables align semantically,multi-year,decadal,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,The temporal coverage can be aligned with resampling.
8,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTEGRATED,Gap,field A+B missing
8,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED,Gap,field A+B missing
8,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:bathymetry; initial t / s fields; surface forcing winds; heat; freshwater flux; initial; boundary conditions for ocean state variables; optionally; biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes | B.in:temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; shortwave radiation at depth; sea ice cover / thickness; physical ocean state variables from nemo; physical drivers for biogeochemistry,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Gap,field B missing
8,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,v3.3,2010,v3.3,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
8,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Gap,field A+B missing
8,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,hpc system,same as nemo,hpc recommended for global runs,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Mismatch,Standardize the hardware specifications to ensure compatibility.
8,Semantic Mismatch,Assumptions,Loose,Coverage threshold ≥ 0.50,"hydrostatic, boussinesq approximations; finite-difference discretization; fixed bathymetry","stoichiometric phytoplankton growth; temperature, light-dependent production rates; multiple plankton functional types","dynamic tracer exchange; dms production is influenced by plankton, light; no feedback from atmosphere modeled in this setup","A→AB:0.00 (covered: —) | B→AB:0.21 (covered: light, plankton, production) | A∪B→AB:0.21 (covered: light, plankton, production) | uncovered_AB: atmosphere, dms, dynamic, feedback, influenced, is, modeled, no, setup, this, tracer",Mismatch,INTEGRATED,Match,The differences in assumptions are not incompatible for integration.
8,Semantic Mismatch,Model Version,Loose,A or B must equal AB exactly,v3.3; 2010,2010; v3.3,v3.3,A==AB:×; B==AB:×,Mismatch,INTEGRATED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
8,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",runs within nemo framework,nemo compiled with planktom10 tracer package,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Mismatch,Standardize the software requirements to ensure compatibility.
8,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTEGRATED,Gap,field A+B missing
8,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,global ocean,ocean water column,global ocean,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED,Match,The spatial coverage is compatible for integration.
8,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,1 / 2° to 1 / 12°,same as host model nemo,"shared grid from nemo e.g., 1° or 1 / 4°",A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED,Match,The spatial resolution is compatible for integration.
8,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,multi-decadal,multi-year,multi-year,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTEGRATED,Match,The temporal coverage is compatible for integration.
8,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Gap,field A+B missing
8,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTENDED,Gap,field A+B missing
8,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:bathymetry; initial t / s fields; surface forcing winds; heat; freshwater flux; initial; boundary conditions for ocean state variables; optionally; biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes | B.in:temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; shortwave radiation at depth; sea ice cover / thickness; physical ocean state variables from nemo; physical drivers for biogeochemistry,,(none),max=0.00 | missing: AB.input,Missing,INTENDED,Gap,field B missing
8,Data Schema Mismatch,(A or B).output vs AB.output,Loose,(A or B).output ↔ AB.output (similarity>0),A.out:temperature t; salinity s; 3d velocities u; v; w; mixed layer depth mld; sea ice cover / thickness; shortwave radiation at depth | B.out:dms concentration; plankton functional type biomass; nutrient fields nitrate; phosphate; silicate; air-sea dms flux; light attenuation coefficient kd_bio; bio-induced heat absorption profile qbio; surface albedo modifier from biological activity,,(none),max=0.00 | missing: AB.output,Missing,INTENDED,Gap,field B missing
8,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,v3.3,2010,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Match,"Version can vary across distributions/releases; treat as informational metadata unless it changes input/output schema, units, timestep, or execution dependencies."
8,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTENDED,Gap,field A+B missing
8,Hardware Resource Mismatch,hardware_specification_and_requirements,Loose,Pattern-graded similarity/equality,hpc system,same as nemo,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Mismatch,Standardize the hardware specifications to ensure compatibility.
8,Latency Expectation Mismatch,latency_expectations,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTENDED,Gap,field A+B missing
8,Semantic Mismatch,Assumptions,Loose,Coverage vs AB,"hydrostatic, boussinesq approximations; finite-difference discretization; fixed bathymetry","stoichiometric phytoplankton growth; temperature, light-dependent production rates; multiple plankton functional types",,AB value missing.,Missing,INTENDED,,
8,Semantic Mismatch,Description,Loose,Coverage threshold ≥ 0.50,"a 3d ocean general circulation model simulating currents, mixing, sea ice, thermohaline structures, surface fluxes, providing the physical environment for biogeochemical modules such as planktom10.; initial, boundary conditions for ocean state variables, optionally, biogeochemical feedback fields from planktom10.; biogeochemical feedbacks influencing physical light climate or fluxes","a 3d marine biogeochemical model simulating plankton dynamics, nutrient cycles, dimethylsulphide dms production, coupled online with nemo to use its physical state variables.; physical ocean state variables from nemo; physical drivers for biogeochemistry","placeholder metadata for a modular integrated ocean model combining a general circulation model like nemo with a biogeochemical model for simulating carbon, nutrients, or sulfur cycles.","A→AB:0.27 (covered: biogeochemical, circulation, general, simulating) | B→AB:0.27 (covered: biogeochemical, cycles, nemo, simulating) | A∪B→AB:0.40 (covered: biogeochemical, circulation, cycles, general, nemo, simulating) | uncovered_AB: carbon, combining, integrated, like, metadata, modular, nutrients, placeholder, sulfur",Mismatch,INTENDED,Match,The descriptions are semantically similar and cover overlapping domains.
8,Semantic Mismatch,Keywords,Loose,Coverage threshold ≥ 0.50,ocean circulation; hydrodynamics; sea ice; nemo; climate modeling,biogeochemistry; dimethylsulphide; plankton; marine ecosystem; carbon cycle,ocean modeling; biogeochemical modeling; modular coupling; earth system modeling,"A→AB:0.17 (covered: modeling) | B→AB:0.00 (covered: —) | A∪B→AB:0.17 (covered: modeling) | uncovered_AB: biogeochemical, coupling, earth, modular, system",Mismatch,INTENDED,Match,The keywords are related and cover overlapping domains.
8,Semantic Mismatch,Model Type,Loose,Coverage vs AB,mechanistic,mechanistic,,AB value missing.,Missing,INTENDED,,
8,Semantic Mismatch,Model Version,Loose,Coverage vs AB,v3.3; 2010,2010; v3.3,,AB value missing.,Missing,INTENDED,Match,"Version can vary across models/distributions; this is typically not an integration blocker as long as interfaces, schemas, and runtime contracts remain compatible."
8,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate physical ocean properties, dynamics; 3d structured grid, hydrostatic approximation",simulate ocean biogeochemical processes including dms production; online coupled to physical ocean model,"evaluate impact of ocean physics on marine ecosystems, chemical cycles; online or offline coupled system; loose coupling","A→AB:0.00 (covered: —) | B→AB:0.08 (covered: online) | A∪B→AB:0.08 (covered: online) | uncovered_AB: chemical, coupling, cycles, ecosystems, evaluate, impact, loose, marine, offline, physics, system",Mismatch,INTENDED,Match,The purposes are semantically similar and cover overlapping domains.
8,Semantic Mismatch,Scope,Loose,Coverage vs AB,"global, regional ocean domains",global marine ecosystems,,AB value missing.,Missing,INTENDED,,
8,Software Environment Mismatch,software_specification_and_requirements,Loose,Pattern-graded similarity/equality,"netcdf, mpi, fortran compiler",runs within nemo framework,,A↔B token-sim=0.00 (> 0.00),Mismatch,INTENDED,Mismatch,Standardize the software specifications to ensure compatibility.
8,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTENDED,Gap,field A+B missing
8,Spatial Coverage Mismatch,spatial_extent_coverage,Loose,Common exchanged variables align semantically,global ocean,ocean water column,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,The spatial extents are semantically similar and cover overlapping domains.
8,Spatial Resolution Mismatch,spatial_resolution,Loose,Common exchanged variables align semantically,1 / 2° to 1 / 12°,same as host model nemo,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,The spatial resolutions are semantically similar and cover overlapping domains.
8,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically,multi-decadal,multi-year,,A↔B token-sim=0.00 (>0 ⇒ aligned),Mismatch,INTENDED,Match,The temporal extents are semantically similar and cover overlapping domains.
